plate.no,s1,s2,s1.rate,s2.rate,s1.win,s1.loss,draw,s1.initial.mm,s2.initial.mm,s1.cbh,s2.cbh,s1.phos,s2.phos,s1.nag,s2.nag,s1.lap,s2.lap,s1.bg,s2.bg,s1.perox1,s1.phenox,s1.perox2,s2.perox1,s2.phenox,s2.perox2,s1.density,s2.density,s2.decomp,s1.decomp
590,a.gal6.n,h.seti.n,0.49,4.11,0,1,0,18,9,0.0953101798,-0.5108256238,1.5475625087,1.8405496334,0.5306282511,2.2300144002,-2.302585093,-1.2039728043,-0.5108256238,1.7404661748,-2.7333680091,-2.3126354288,-9.210340372,-1.443923474,-1.7203694731,3.3655356611,0.91,0.09,6.14045479,1.007099262
591,a.gal8.n,h.seti.n,0.25,4.11,0,1,0,4,23,0,-0.5108256238,4.1059436981,1.8405496334,4.4659081187,2.2300144002,-2.302585093,-1.2039728043,1.3609765531,1.7404661748,-2.718100537,-3.5755507688,0.9939922395,-1.443923474,-1.7203694731,3.3655356611,0.55,0.09,6.14045479,1.027734335
606,a.gal5.s,t.chion.n,0.25,3.88,0,0,1,14,13,0.6931471806,0.9162907319,2.5649493575,0.5877866649,2.4680995315,3.8649313979,-2.302585093,-9.210340372,0.955511445,2.701361213,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-9.210340372,-0.2613647641,0.65,0.06,17.29304279,7.28979367
608,a.gal8.n,t.chion.n,0.25,3.88,0,1,0,7,20,0,0.9162907319,4.1059436981,0.5877866649,4.4659081187,3.8649313979,-2.302585093,-9.210340372,1.3609765531,2.701361213,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-9.210340372,-0.2613647641,0.55,0.06,17.29304279,1.027734335
611,a.sin.n,t.chion.n,0.77,3.88,0,0,1,10,17,0.5877866649,0.9162907319,2.2082744135,0.5877866649,2.5572273114,3.8649313979,-9.210340372,-9.210340372,0.8329091229,2.701361213,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-9.210340372,-0.2613647641,0.12,0.06,17.29304279,7.046624332
616,m.meri.s,t.chion.n,1.3,3.88,0,0,1,5,22,0.1823215568,0.9162907319,-9.210340372,0.5877866649,0.955511445,3.8649313979,-9.210340372,-9.210340372,1.3862943611,2.701361213,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-9.210340372,-0.2613647641,0.84,0.06,17.29304279,5.826807448
651,h.crust.n,l.conif.n,1.96,5.16,0,0,1,13,14,0.6418538862,0.2623642645,2.1162555148,3.8416005411,1.4350845253,2.533696814,-0.9162907319,0.4054651081,0.4054651081,0.955511445,-3.9633162998,-2.2730262908,1.6917549549,-4.9618451299,-0.1438703704,3.4754077295,0.12,0.04,20.55167505,13.72876988
656,a.gal1.s,l.crin.s,0.25,6.38,0,0,1,20,7,0.1823215568,-0.5108256238,3.7864597825,-1.2039728043,3.8199077165,1.1939224685,-9.210340372,-2.302585093,1.064710737,-1.6094379124,-2.8824035882,-3.4265151896,1.346773603,-1.826350914,-1.3432348717,3.0818640972,0.1,0.05,9.335356141,9.293488332
665,a.sin.n,l.crin.s,0.77,6.38,0,0,1,8,19,0.5877866649,-0.5108256238,2.2082744135,-1.2039728043,2.5572273114,1.1939224685,-9.210340372,-2.302585093,0.8329091229,-1.6094379124,-1.9275791924,-0.1210383284,-9.210340372,-1.826350914,-1.3432348717,3.0818640972,0.12,0.05,9.335356141,7.046624332
669,h.crust.n,l.crin.s,1.96,6.38,1,0,0,11,16,0.6418538862,-0.5108256238,2.1162555148,-1.2039728043,1.4350845253,1.1939224685,-0.9162907319,-2.302585093,0.4054651081,-1.6094379124,-3.9633162998,-2.2730262908,1.6917549549,-1.826350914,-1.3432348717,3.0818640972,0.12,0.05,9.335356141,13.72876988
671,p.robin.s,l.crin.s,2.14,6.38,0,0,1,14,13,-0.2231435513,-0.5108256238,2.2407096893,-1.2039728043,0.8329091229,1.1939224685,-9.210340372,-2.302585093,0.3364722366,-1.6094379124,1.7092832474,-1.2837377728,3.4669851222,-1.826350914,-1.3432348717,3.0818640972,0.12,0.05,9.335356141,5.627536099
693,a.gal1.s,m.trem.n,0.25,10.62,0,1,0,10,17,0.1823215568,0.1823215568,3.7864597825,2.3978952728,3.8199077165,1.1314021115,-9.210340372,-9.210340372,1.064710737,0.7419373447,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-0.3112919381,2.6779345772,0.1,0.08,27.56421068,9.293488332
694,a.gal10.n,m.trem.n,0.35,10.62,0,1,0,13,14,0.6418538862,0.1823215568,3.5973122606,2.3978952728,3.0955776085,1.1314021115,-9.210340372,-9.210340372,0.8329091229,0.7419373447,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-0.3112919381,2.6779345772,1.02,0.08,27.56421068,0.356187481
695,a.gal2.s,m.trem.n,0.21,10.62,0,1,0,10,17,0.0953101798,0.1823215568,4.0707346966,2.3978952728,3.277144733,1.1314021115,-9.210340372,-9.210340372,1.1631508098,0.7419373447,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-0.3112919381,2.6779345772,0.16,0.08,27.56421068,5.892850433
700,a.gal9.n,m.trem.n,0.76,10.62,0,0,1,12,15,0.5877866649,0.1823215568,3.797733859,2.3978952728,4.2180360346,1.1314021115,-0.6931471806,-9.210340372,1.1939224685,0.7419373447,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-0.3112919381,2.6779345772,0.61,0.08,27.56421068,1.669943466
708,p.robin.s,m.trem.n,2.14,10.62,0,1,0,10,17,-0.2231435513,0.1823215568,2.2407096893,2.3978952728,0.8329091229,1.1314021115,-9.210340372,-9.210340372,0.3364722366,0.7419373447,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-0.3112919381,2.6779345772,0.12,0.08,27.56421068,5.627536099
710,x.sub.s,m.trem.n,0.77,10.62,0,0,1,14,13,0.4700036292,0.1823215568,3.9608131696,2.3978952728,3.9278963546,1.1314021115,-9.210340372,-9.210340372,1.4586150227,0.7419373447,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-0.3112919381,2.6779345772,1.74,0.08,27.56421068,7.946876322
739,a.gal9.n,p.rufa.acer.n,0.76,8.75,0,1,0,13,14,0.5877866649,0.0953101798,3.797733859,1.064710737,4.2180360346,0.3364722366,-0.6931471806,-9.210340372,1.1939224685,-0.5108256238,-3.3382225825,-3.0365542681,1.7012875661,-2.6882475738,-0.7486598905,3.4752529715,0.61,0.14,22.35752392,1.669943466
741,a.sin.n,p.rufa.acer.n,0.77,8.75,0,1,0,6,21,0.5877866649,0.0953101798,2.2082744135,1.064710737,2.5572273114,0.3364722366,-9.210340372,-9.210340372,0.8329091229,-0.5108256238,-1.9275791924,-0.1210383284,-9.210340372,-2.6882475738,-0.7486598905,3.4752529715,0.12,0.14,22.35752392,7.046624332
742,a.tab.n,p.rufa.acer.n,0.5,8.75,0,1,0,13,14,1.3083328197,0.0953101798,2.8449093838,1.064710737,3.1000922889,0.3364722366,-0.6931471806,-9.210340372,2.533696814,-0.5108256238,-2.1037342342,0.6097655716,2.464959012,-2.6882475738,-0.7486598905,3.4752529715,0.07,0.14,22.35752392,0.198481058
745,m.meri.s,p.rufa.acer.n,1.3,8.75,0,1,0,9,18,0.1823215568,0.0953101798,-9.210340372,1.064710737,0.955511445,0.3364722366,-9.210340372,-9.210340372,1.3862943611,-0.5108256238,-9.210340372,0.8175747589,-3.0159349809,-2.6882475738,-0.7486598905,3.4752529715,0.84,0.14,22.35752392,5.826807448
746,p.robin.s,p.rufa.acer.n,2.14,8.75,0,1,0,11,16,-0.2231435513,0.0953101798,2.2407096893,1.064710737,0.8329091229,0.3364722366,-9.210340372,-9.210340372,0.3364722366,-0.5108256238,1.7092832474,-1.2837377728,3.4669851222,-2.6882475738,-0.7486598905,3.4752529715,0.12,0.14,22.35752392,5.627536099
760,a.sin.n,p.rufa.acer.s,0.77,8.51,0,1,0,8,19,0.5877866649,0.0953101798,2.2082744135,-0.1053605157,2.5572273114,0.6418538862,-9.210340372,-9.210340372,0.8329091229,0.4700036292,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-2.6172958378,2.761590968,0.12,0.27,18.86224753,7.046624332
764,m.meri.s,p.rufa.acer.s,1.3,8.51,0,0,1,7,20,0.1823215568,0.0953101798,-9.210340372,-0.1053605157,0.955511445,0.6418538862,-9.210340372,-9.210340372,1.3862943611,0.4700036292,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-2.6172958378,2.761590968,0.84,0.27,18.86224753,5.826807448
838,p.robin.s,s.comm.n,2.14,4.41,0,0,1,13,14,-0.2231435513,0,2.2407096893,2.6602595373,0.8329091229,3.3603753871,-9.210340372,-9.210340372,0.3364722366,1.7227665977,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-9.210340372,-9.210340372,0.12,0.53,2.202539947,5.627536099
841,a.gal1.s,p.flav.n,0.25,8.04,0,1,0,14,13,0.1823215568,0.2623642645,3.7864597825,0.6931471806,3.8199077165,0.6931471806,-9.210340372,-1.6094379124,1.064710737,0.7884573604,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,0.089840704,-9.210340372,0.1,0.05,22.53629806,9.293488332
842,a.gal10.n,p.flav.n,0.35,8.04,0,1,0,7,20,0.6418538862,0.2623642645,3.5973122606,0.6931471806,3.0955776085,0.6931471806,-9.210340372,-1.6094379124,0.8329091229,0.7884573604,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,0.089840704,-9.210340372,1.02,0.05,22.53629806,0.356187481
843,a.gal2.s,p.flav.n,0.21,8.04,0,1,0,20,7,0.0953101798,0.2623642645,4.0707346966,0.6931471806,3.277144733,0.6931471806,-9.210340372,-1.6094379124,1.1631508098,0.7884573604,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,0.089840704,-9.210340372,0.16,0.05,22.53629806,5.892850433
844,a.gal3.s,p.flav.n,0.25,8.04,0,1,0,10,17,0.3364722366,0.2623642645,3.8836235309,0.6931471806,3.2733640102,0.6931471806,-9.210340372,-1.6094379124,0.6418538862,0.7884573604,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,0.089840704,-9.210340372,0.5,0.05,22.53629806,5.816010102
847,a.gal8.n,p.flav.n,0.25,8.04,0,1,0,6,21,0,0.2623642645,4.1059436981,0.6931471806,4.4659081187,0.6931471806,-2.302585093,-1.6094379124,1.3609765531,0.7884573604,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,0.089840704,-9.210340372,0.55,0.05,22.53629806,1.027734335
851,a.tab.n,p.flav.n,0.5,8.04,0,0,1,11,16,1.3083328197,0.2623642645,2.8449093838,0.6931471806,3.1000922889,0.6931471806,-0.6931471806,-1.6094379124,2.533696814,0.7884573604,-2.1037342342,0.6097655716,2.464959012,-9.210340372,0.089840704,-9.210340372,0.07,0.05,22.53629806,0.198481058
854,h.crust.n,p.flav.n,1.96,8.04,0,0,1,11,16,0.6418538862,0.2623642645,2.1162555148,0.6931471806,1.4350845253,0.6931471806,-0.9162907319,-1.6094379124,0.4054651081,0.7884573604,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,0.089840704,-9.210340372,0.12,0.05,22.53629806,13.72876988
856,m.meri.s,p.flav.n,1.3,8.04,1,0,0,9,18,0.1823215568,0.2623642645,-9.210340372,0.6931471806,0.955511445,0.6931471806,-9.210340372,-1.6094379124,1.3862943611,0.7884573604,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,0.089840704,-9.210340372,0.84,0.05,22.53629806,5.826807448
864,a.gal10.n,p.flav.s,0.35,10.8,0,1,0,9,18,0.6418538862,0.4054651081,3.5973122606,1.0986122887,3.0955776085,1.064710737,-9.210340372,-2.302585093,0.8329091229,0.7884573604,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,0.0639133257,-9.210340372,1.02,0.04,8.960764336,0.356187481
866,a.gal3.s,p.flav.s,0.25,10.8,0,1,0,14,13,0.3364722366,0.4054651081,3.8836235309,1.0986122887,3.2733640102,1.064710737,-9.210340372,-2.302585093,0.6418538862,0.7884573604,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,0.0639133257,-9.210340372,0.5,0.04,8.960764336,5.816010102
867,a.gal5.s,p.flav.s,0.25,10.8,0,1,0,16,11,0.6931471806,0.4054651081,2.5649493575,1.0986122887,2.4680995315,1.064710737,-2.302585093,-2.302585093,0.955511445,0.7884573604,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,0.0639133257,-9.210340372,0.65,0.04,8.960764336,7.28979367
869,a.gal8.n,p.flav.s,0.25,10.8,0,1,0,6,21,0,0.4054651081,4.1059436981,1.0986122887,4.4659081187,1.064710737,-2.302585093,-2.302585093,1.3609765531,0.7884573604,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,0.0639133257,-9.210340372,0.55,0.04,8.960764336,1.027734335
538,a.tab.s,p.pend.n,1.07,4.06,0,0,1,10,17,0.7884573604,0.0953101798,2.1860512767,2.8332133441,2.2617630985,2.8622008809,-1.6094379124,-9.210340372,1.9169226122,1.064710737,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-2.009915479,3.4857529679,0.63,0.32,1.276821072,3.427200194
652,m.meri.s,l.conif.n,1.3,5.16,1,0,0,10,17,0.1823215568,0.2623642645,-9.210340372,3.8416005411,0.955511445,2.533696814,-9.210340372,0.4054651081,1.3862943611,0.955511445,-9.210340372,0.8175747589,-3.0159349809,-4.9618451299,-0.1438703704,3.4754077295,0.84,0.04,20.55167505,5.826807448
653,p.robin.s,l.conif.n,2.14,5.16,0,0,1,14,13,-0.2231435513,0.2623642645,2.2407096893,3.8416005411,0.8329091229,2.533696814,-9.210340372,0.4054651081,0.3364722366,0.955511445,1.7092832474,-1.2837377728,3.4669851222,-4.9618451299,-0.1438703704,3.4754077295,0.12,0.04,20.55167505,5.627536099
667,a.tab.s,l.crin.s,1.07,6.38,0,0,1,11,16,0.7884573604,-0.5108256238,2.1860512767,-1.2039728043,2.2617630985,1.1939224685,-1.6094379124,-2.302585093,1.9169226122,-1.6094379124,-0.4604494164,0.4855078158,2.8334486105,-1.826350914,-1.3432348717,3.0818640972,0.63,0.05,9.335356141,3.427200194
670,m.meri.s,l.crin.s,1.3,6.38,1,0,0,9,18,0.1823215568,-0.5108256238,-9.210340372,-1.2039728043,0.955511445,1.1939224685,-9.210340372,-2.302585093,1.3862943611,-1.6094379124,-9.210340372,0.8175747589,-3.0159349809,-1.826350914,-1.3432348717,3.0818640972,0.84,0.05,9.335356141,5.826807448
703,a.tab.n,m.trem.n,0.5,10.62,0,1,0,12,15,1.3083328197,0.1823215568,2.8449093838,2.3978952728,3.1000922889,1.1314021115,-0.6931471806,-9.210340372,2.533696814,0.7419373447,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-0.3112919381,2.6779345772,0.07,0.08,27.56421068,0.198481058
730,x.sub.s,m.trem.s,0.77,9.62,0,1,0,15,12,0.4700036292,0.2623642645,3.9608131696,0.7419373447,3.9278963546,1.064710737,-9.210340372,-9.210340372,1.4586150227,0.6931471806,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.8754687374,0.4001175018,1.74,0.02,16.00854975,7.946876322
779,a.tab.s,p.sang.s,1.07,4.97,0,0,1,9,18,0.7884573604,0,2.1860512767,0.3364722366,2.2617630985,0.1823215568,-1.6094379124,-9.210340372,1.9169226122,0.6418538862,-0.4604494164,0.4855078158,2.8334486105,-1.6873994539,-1.9696906777,2.784270227,0.63,0.02,18.52482836,3.427200194
781,m.meri.s,p.sang.s,1.3,4.97,0,0,1,6,21,0.1823215568,0,-9.210340372,0.3364722366,0.955511445,0.1823215568,-9.210340372,-9.210340372,1.3862943611,0.6418538862,-9.210340372,0.8175747589,-3.0159349809,-1.6873994539,-1.9696906777,2.784270227,0.84,0.02,18.52482836,5.826807448
836,m.meri.s,s.comm.n,1.3,4.41,0,1,0,8,19,0.1823215568,0,-9.210340372,2.6602595373,0.955511445,3.3603753871,-9.210340372,-9.210340372,1.3862943611,1.7227665977,-9.210340372,0.8175747589,-3.0159349809,-9.210340372,-9.210340372,-9.210340372,0.84,0.53,2.202539947,5.826807448
845,a.gal5.s,p.flav.n,0.25,8.04,0,0,1,14,13,0.6931471806,0.2623642645,2.5649493575,0.6931471806,2.4680995315,0.6931471806,-2.302585093,-1.6094379124,0.955511445,0.7884573604,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,0.089840704,-9.210340372,0.65,0.05,22.53629806,7.28979367
846,a.gal6.n,p.flav.n,0.49,8.04,0,1,0,10,17,0.0953101798,0.2623642645,1.5475625087,0.6931471806,0.5306282511,0.6931471806,-2.302585093,-1.6094379124,-0.5108256238,0.7884573604,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,0.089840704,-9.210340372,0.91,0.05,22.53629806,1.007099262
850,a.sin.n,p.flav.n,0.77,8.04,0,0,1,7,20,0.5877866649,0.2623642645,2.2082744135,0.6931471806,2.5572273114,0.6931471806,-9.210340372,-1.6094379124,0.8329091229,0.7884573604,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,0.089840704,-9.210340372,0.12,0.05,22.53629806,7.046624332
868,a.gal6.n,p.flav.s,0.49,10.8,0,1,0,10,17,0.0953101798,0.4054651081,1.5475625087,1.0986122887,0.5306282511,1.064710737,-2.302585093,-2.302585093,-0.5108256238,0.7884573604,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,0.0639133257,-9.210340372,0.91,0.04,8.960764336,1.007099262
881,x.sub.s,p.flav.s,0.77,10.8,0,0,1,12,15,0.4700036292,0.4054651081,3.9608131696,1.0986122887,3.9278963546,1.064710737,-9.210340372,-2.302585093,1.4586150227,0.7884573604,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.0639133257,-9.210340372,1.74,0.04,8.960764336,7.946876322
406,h.crust.n,p.har.n,1.96,1.54,0,1,0,16,11,0.6418538862,0.6418538862,2.1162555148,2.6672282066,1.4350845253,1.6486586256,-0.9162907319,-0.1053605157,0.4054651081,0.9162907319,-3.9633162998,-2.2730262908,1.6917549549,0.3311006928,-2.0249533564,0.818677903,0.12,1.8,13.01803729,13.72876988
418,a.tab.s,p.har.n,1.07,1.54,0,0,1,11,16,0.7884573604,0.6418538862,2.1860512767,2.6672282066,2.2617630985,1.6486586256,-1.6094379124,-0.1053605157,1.9169226122,0.9162907319,-0.4604494164,0.4855078158,2.8334486105,0.3311006928,-2.0249533564,0.818677903,0.63,1.8,13.01803729,3.427200194
478,a.gal8.n,h.seti.s,0.25,4.7,0,1,0,6,21,0,0.1823215568,4.1059436981,1.3350010667,4.4659081187,1.064710737,-2.302585093,-1.6094379124,1.3609765531,1.1314021115,-2.718100537,-3.5755507688,0.9939922395,-1.6928195214,-0.2169130016,3.3231998035,0.55,0.03,5.616522775,1.027734335
521,h.crust.n,p.gilv.n,1.96,4.04,0,0,1,12,15,0.6418538862,0.1823215568,2.1162555148,1.2237754316,1.4350845253,1.1939224685,-0.9162907319,-1.2039728043,0.4054651081,0.7884573604,-3.9633162998,-2.2730262908,1.6917549549,-1.3903023825,-1.1809075314,2.6712133111,0.12,0.03,19.83733882,13.72876988
525,p.robin.s,p.gilv.n,2.14,4.04,0,0,1,13,14,-0.2231435513,0.1823215568,2.2407096893,1.2237754316,0.8329091229,1.1939224685,-9.210340372,-1.2039728043,0.3364722366,0.7884573604,1.7092832474,-1.2837377728,3.4669851222,-1.3903023825,-1.1809075314,2.6712133111,0.12,0.03,19.83733882,5.627536099
527,a.gal1.s,p.pend.n,0.25,4.06,0,0,1,12,15,0.1823215568,0.0953101798,3.7864597825,2.8332133441,3.8199077165,2.8622008809,-9.210340372,-9.210340372,1.064710737,1.064710737,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-2.009915479,3.4857529679,0.1,0.32,1.276821072,9.293488332
536,a.sin.n,p.pend.n,0.77,4.06,0,0,1,10,17,0.5877866649,0.0953101798,2.2082744135,2.8332133441,2.5572273114,2.8622008809,-9.210340372,-9.210340372,0.8329091229,1.064710737,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-2.009915479,3.4857529679,0.12,0.32,1.276821072,7.046624332
537,a.tab.n,p.pend.n,0.5,4.06,0,0,1,11,16,1.3083328197,0.0953101798,2.8449093838,2.8332133441,3.1000922889,2.8622008809,-0.6931471806,-9.210340372,2.533696814,1.064710737,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-2.009915479,3.4857529679,0.07,0.32,1.276821072,0.198481058
601,x.sub.s,h.seti.n,0.77,4.11,0,0,1,14,13,0.4700036292,-0.5108256238,3.9608131696,1.8405496334,3.9278963546,2.2300144002,-9.210340372,-1.2039728043,1.4586150227,1.7404661748,-9.210340372,-9.210340372,-9.210340372,-1.443923474,-1.7203694731,3.3655356611,1.74,0.09,6.14045479,7.946876322
604,a.gal2.s,t.chion.n,0.21,3.88,0,0,1,10,17,0.0953101798,0.9162907319,4.0707346966,0.5877866649,3.277144733,3.8649313979,-9.210340372,-9.210340372,1.1631508098,2.701361213,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-9.210340372,-0.2613647641,0.16,0.06,17.29304279,5.892850433
607,a.gal6.n,t.chion.n,0.49,3.88,0,1,0,12,15,0.0953101798,0.9162907319,1.5475625087,0.5877866649,0.5306282511,3.8649313979,-2.302585093,-9.210340372,-0.5108256238,2.701361213,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-9.210340372,-0.2613647641,0.91,0.06,17.29304279,1.007099262
612,a.tab.n,t.chion.n,0.5,3.88,0,0,1,12,15,1.3083328197,0.9162907319,2.8449093838,0.5877866649,3.1000922889,3.8649313979,-0.6931471806,-9.210340372,2.533696814,2.701361213,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-9.210340372,-0.2613647641,0.07,0.06,17.29304279,0.198481058
636,p.robin.s,l.carib.s,2.14,3.77,0,0,1,17,10,-0.2231435513,1.0986122887,2.2407096893,0.8329091229,0.8329091229,3.1179499063,-9.210340372,-1.2039728043,0.3364722366,1.7227665977,1.7092832474,-1.2837377728,3.4669851222,-9.210340372,-0.6568152513,3.4576092206,0.12,0.1,6.091290821,5.627536099
648,a.sin.n,l.conif.n,0.77,5.16,0,0,1,15,12,0.5877866649,0.2623642645,2.2082744135,3.8416005411,2.5572273114,2.533696814,-9.210340372,0.4054651081,0.8329091229,0.955511445,-1.9275791924,-0.1210383284,-9.210340372,-4.9618451299,-0.1438703704,3.4754077295,0.12,0.04,20.55167505,7.046624332
650,a.tab.s,l.conif.n,1.07,5.16,0,0,1,13,14,0.7884573604,0.2623642645,2.1860512767,3.8416005411,2.2617630985,2.533696814,-1.6094379124,0.4054651081,1.9169226122,0.955511445,-0.4604494164,0.4855078158,2.8334486105,-4.9618451299,-0.1438703704,3.4754077295,0.63,0.04,20.55167505,3.427200194
686,a.tab.s,l.gilb.s,1.07,4.14,0,0,1,12,15,0.7884573604,0.0953101798,2.1860512767,2.2721258855,2.2617630985,2.8564702062,-1.6094379124,-1.2039728043,1.9169226122,0.7419373447,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-9.210340372,3.3649136846,0.63,0.12,6.846026509,3.427200194
692,x.sub.s,l.gilb.s,0.77,4.14,0,0,1,14,13,0.4700036292,0.0953101798,3.9608131696,2.2721258855,3.9278963546,2.8564702062,-9.210340372,-1.2039728043,1.4586150227,0.7419373447,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,3.3649136846,1.74,0.12,6.846026509,7.946876322
702,a.sin.n,m.trem.n,0.77,10.62,0,1,0,8,19,0.5877866649,0.1823215568,2.2082744135,2.3978952728,2.5572273114,1.1314021115,-9.210340372,-9.210340372,0.8329091229,0.7419373447,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-0.3112919381,2.6779345772,0.12,0.08,27.56421068,7.046624332
704,a.tab.s,m.trem.n,1.07,10.62,0,1,0,11,16,0.7884573604,0.1823215568,2.1860512767,2.3978952728,2.2617630985,1.1314021115,-1.6094379124,-9.210340372,1.9169226122,0.7419373447,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-0.3112919381,2.6779345772,0.63,0.08,27.56421068,3.427200194
712,a.gal10.n,m.trem.s,0.35,9.62,0,1,0,8,19,0.6418538862,0.2623642645,3.5973122606,0.7419373447,3.0955776085,1.064710737,-9.210340372,-9.210340372,0.8329091229,0.6931471806,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,0.8754687374,0.4001175018,1.02,0.02,16.00854975,0.356187481
713,a.gal2.s,m.trem.s,0.21,9.62,0,1,0,12,15,0.0953101798,0.2623642645,4.0707346966,0.7419373447,3.277144733,1.064710737,-9.210340372,-9.210340372,1.1631508098,0.6931471806,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,0.8754687374,0.4001175018,0.16,0.02,16.00854975,5.892850433
721,a.tab.n,m.trem.s,0.5,9.62,0,1,0,13,14,1.3083328197,0.2623642645,2.8449093838,0.7419373447,3.1000922889,1.064710737,-0.6931471806,-9.210340372,2.533696814,0.6931471806,-2.1037342342,0.6097655716,2.464959012,-9.210340372,0.8754687374,0.4001175018,0.07,0.02,16.00854975,0.198481058
732,a.gal1.s,p.rufa.acer.n,0.25,8.75,0,1,0,13,14,0.1823215568,0.0953101798,3.7864597825,1.064710737,3.8199077165,0.3364722366,-9.210340372,-9.210340372,1.064710737,-0.5108256238,-2.8824035882,-3.4265151896,1.346773603,-2.6882475738,-0.7486598905,3.4752529715,0.1,0.14,22.35752392,9.293488332
733,a.gal10.n,p.rufa.acer.n,0.35,8.75,0,1,0,9,18,0.6418538862,0.0953101798,3.5973122606,1.064710737,3.0955776085,0.3364722366,-9.210340372,-9.210340372,0.8329091229,-0.5108256238,-3.1010927892,-1.9661128564,0.7357276281,-2.6882475738,-0.7486598905,3.4752529715,1.02,0.14,22.35752392,0.356187481
734,a.gal2.s,p.rufa.acer.n,0.21,8.75,0,1,0,10,17,0.0953101798,0.0953101798,4.0707346966,1.064710737,3.277144733,0.3364722366,-9.210340372,-9.210340372,1.1631508098,-0.5108256238,-3.4112477175,-3.5065578973,1.205970807,-2.6882475738,-0.7486598905,3.4752529715,0.16,0.14,22.35752392,5.892850433
735,a.gal3.s,p.rufa.acer.n,0.25,8.75,0,1,0,15,12,0.3364722366,0.0953101798,3.8836235309,1.064710737,3.2733640102,0.3364722366,-9.210340372,-9.210340372,0.6418538862,-0.5108256238,-3.6888794541,-5.8091429903,-0.0304592075,-2.6882475738,-0.7486598905,3.4752529715,0.5,0.14,22.35752392,5.816010102
736,a.gal5.s,p.rufa.acer.n,0.25,8.75,0,1,0,15,12,0.6931471806,0.0953101798,2.5649493575,1.064710737,2.4680995315,0.3364722366,-2.302585093,-9.210340372,0.955511445,-0.5108256238,-2.8387285247,-2.8647040111,-0.1036952363,-2.6882475738,-0.7486598905,3.4752529715,0.65,0.14,22.35752392,7.28979367
737,a.gal6.n,p.rufa.acer.n,0.49,8.75,0,1,0,12,15,0.0953101798,0.0953101798,1.5475625087,1.064710737,0.5306282511,0.3364722366,-2.302585093,-9.210340372,-0.5108256238,-0.5108256238,-2.7333680091,-2.3126354288,-9.210340372,-2.6882475738,-0.7486598905,3.4752529715,0.91,0.14,22.35752392,1.007099262
738,a.gal8.n,p.rufa.acer.n,0.25,8.75,0,1,0,7,20,0,0.0953101798,4.1059436981,1.064710737,4.4659081187,0.3364722366,-2.302585093,-9.210340372,1.3609765531,-0.5108256238,-2.718100537,-3.5755507688,0.9939922395,-2.6882475738,-0.7486598905,3.4752529715,0.55,0.14,22.35752392,1.027734335
