plate.no,s1,s2,s1.rate,s2.rate,s1.win,s1.loss,draw,s1.initial.mm,s2.initial.mm,s1.cbh,s2.cbh,s1.phos,s2.phos,s1.nag,s2.nag,s1.lap,s2.lap,s1.bg,s2.bg,s1.perox1,s1.phenox,s1.perox2,s2.perox1,s2.phenox,s2.perox2,s1.density,s2.density,s2.decomp,s1.decomp
825,a.gal2.s,s.comm.n,0.21,4.41,0,0,1,12,15,0.0953101798,0,4.0707346966,2.6602595373,3.277144733,3.3603753871,-9.210340372,-9.210340372,1.1631508098,1.7227665977,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-9.210340372,-9.210340372,0.16,0.53,2.202539947,5.892850433
830,a.gal9.n,s.comm.n,0.76,4.41,0,0,1,14,13,0.5877866649,0,3.797733859,2.6602595373,4.2180360346,3.3603753871,-0.6931471806,-9.210340372,1.1939224685,1.7227665977,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-9.210340372,-9.210340372,0.61,0.53,2.202539947,1.669943466
832,a.sin.n,s.comm.n,0.77,4.41,0,0,1,10,17,0.5877866649,0,2.2082744135,2.6602595373,2.5572273114,3.3603753871,-9.210340372,-9.210340372,0.8329091229,1.7227665977,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.12,0.53,2.202539947,7.046624332
833,a.tab.n,s.comm.n,0.5,4.41,0,0,1,13,14,1.3083328197,0,2.8449093838,2.6602595373,3.1000922889,3.3603753871,-0.6931471806,-9.210340372,2.533696814,1.7227665977,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-9.210340372,-9.210340372,0.07,0.53,2.202539947,0.198481058
840,x.sub.s,s.comm.n,0.77,4.41,0,0,1,14,13,0.4700036292,0,3.9608131696,2.6602595373,3.9278963546,3.3603753871,-9.210340372,-9.210340372,1.4586150227,1.7227665977,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,-9.210340372,1.74,0.53,2.202539947,7.946876322
371,a.gal5.s,a.tab.s,0.25,1.07,0,0,1,16,11,0.6931471806,0.7884573604,2.5649493575,2.1860512767,2.4680995315,2.2617630985,-2.302585093,-1.6094379124,0.955511445,1.9169226122,-2.8387285247,-2.8647040111,-0.1036952363,-0.4604494164,0.4855078158,2.8334486105,0.65,0.63,3.427200194,7.28979367
379,a.gal1.s,m.meri.s,0.25,1.3,0,0,1,17,10,0.1823215568,0.1823215568,3.7864597825,-9.210340372,3.8199077165,0.955511445,-9.210340372,-9.210340372,1.064710737,1.3862943611,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,0.8175747589,-3.0159349809,0.1,0.84,5.826807448,9.293488332
382,a.gal3.s,m.meri.s,0.25,1.3,0,0,1,11,16,0.3364722366,0.1823215568,3.8836235309,-9.210340372,3.2733640102,0.955511445,-9.210340372,-9.210340372,0.6418538862,1.3862943611,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,0.8175747589,-3.0159349809,0.5,0.84,5.826807448,5.816010102
383,a.gal5.s,m.meri.s,0.25,1.3,0,0,1,15,12,0.6931471806,0.1823215568,2.5649493575,-9.210340372,2.4680995315,0.955511445,-2.302585093,-9.210340372,0.955511445,1.3862943611,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,0.8175747589,-3.0159349809,0.65,0.84,5.826807448,7.28979367
393,a.gal10.n,h.crust.n,0.35,1.96,0,0,1,11,16,0.6418538862,0.6418538862,3.5973122606,2.1162555148,3.0955776085,1.4350845253,-9.210340372,-0.9162907319,0.8329091229,0.4054651081,-3.1010927892,-1.9661128564,0.7357276281,-3.9633162998,-2.2730262908,1.6917549549,1.02,0.12,13.72876988,0.356187481
395,a.gal3.s,h.crust.n,0.25,1.96,0,0,1,14,13,0.3364722366,0.6418538862,3.8836235309,2.1162555148,3.2733640102,1.4350845253,-9.210340372,-0.9162907319,0.6418538862,0.4054651081,-3.6888794541,-5.8091429903,-0.0304592075,-3.9633162998,-2.2730262908,1.6917549549,0.5,0.12,13.72876988,5.816010102
421,a.gal1.s,p.robin.n,0.25,2.3,0,1,0,10,17,0.1823215568,0.2623642645,3.7864597825,2.6810215287,3.8199077165,2.0668627595,-9.210340372,-9.210340372,1.064710737,0.5877866649,-2.8824035882,-3.4265151896,1.346773603,-0.3181412799,-0.8928183757,3.4574516832,0.1,0.07,4.286605861,9.293488332
428,a.gal9.n,p.robin.n,0.76,2.3,0,0,1,11,16,0.5877866649,0.2623642645,3.797733859,2.6810215287,4.2180360346,2.0668627595,-0.6931471806,-9.210340372,1.1939224685,0.5877866649,-3.3382225825,-3.0365542681,1.7012875661,-0.3181412799,-0.8928183757,3.4574516832,0.61,0.07,4.286605861,1.669943466
434,m.meri.s,p.robin.n,1.3,2.3,0,1,0,15,12,0.1823215568,0.2623642645,-9.210340372,2.6810215287,0.955511445,2.0668627595,-9.210340372,-9.210340372,1.3862943611,0.5877866649,-9.210340372,0.8175747589,-3.0159349809,-0.3181412799,-0.8928183757,3.4574516832,0.84,0.07,4.286605861,5.826807448
511,a.gal2.s,p.gilv.n,0.21,4.04,0,0,1,13,14,0.0953101798,0.1823215568,4.0707346966,1.2237754316,3.277144733,1.1939224685,-9.210340372,-1.2039728043,1.1631508098,0.7884573604,-3.4112477175,-3.5065578973,1.205970807,-1.3903023825,-1.1809075314,2.6712133111,0.16,0.03,19.83733882,5.892850433
548,a.gal3.s,s.comm.s,0.25,2.57,0,0,1,16,11,0.3364722366,0.3364722366,3.8836235309,2.8273136219,3.2733640102,1.5040773968,-9.210340372,-2.302585093,0.6418538862,1.9169226122,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-9.210340372,-9.210340372,0.5,0.59,3.336405008,5.816010102
627,a.gal9.n,l.carib.s,0.76,3.77,0,0,1,19,8,0.5877866649,1.0986122887,3.797733859,0.8329091229,4.2180360346,3.1179499063,-0.6931471806,-1.2039728043,1.1939224685,1.7227665977,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-0.6568152513,3.4576092206,0.61,0.1,6.091290821,1.669943466
646,a.gal9.n,l.conif.n,0.76,5.16,0,0,1,18,9,0.5877866649,0.2623642645,3.797733859,3.8416005411,4.2180360346,2.533696814,-0.6931471806,0.4054651081,1.1939224685,0.955511445,-3.3382225825,-3.0365542681,1.7012875661,-4.9618451299,-0.1438703704,3.4754077295,0.61,0.04,20.55167505,1.669943466
658,a.gal2.s,l.crin.s,0.21,6.38,0,1,0,12,15,0.0953101798,-0.5108256238,4.0707346966,-1.2039728043,3.277144733,1.1939224685,-9.210340372,-2.302585093,1.1631508098,-1.6094379124,-3.4112477175,-3.5065578973,1.205970807,-1.826350914,-1.3432348717,3.0818640972,0.16,0.05,9.335356141,5.892850433
826,a.gal3.s,s.comm.n,0.25,4.41,0,0,1,14,13,0.3364722366,0,3.8836235309,2.6602595373,3.2733640102,3.3603753871,-9.210340372,-9.210340372,0.6418538862,1.7227665977,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-9.210340372,-9.210340372,0.5,0.53,2.202539947,5.816010102
380,a.gal10.n,m.meri.s,0.35,1.3,0,1,0,13,14,0.6418538862,0.1823215568,3.5973122606,-9.210340372,3.0955776085,0.955511445,-9.210340372,-9.210340372,0.8329091229,1.3862943611,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,0.8175747589,-3.0159349809,1.02,0.84,5.826807448,0.356187481
397,a.gal6.n,h.crust.n,0.49,1.96,0,1,0,12,15,0.0953101798,0.6418538862,1.5475625087,2.1162555148,0.5306282511,1.4350845253,-2.302585093,-0.9162907319,-0.5108256238,0.4054651081,-2.7333680091,-2.3126354288,-9.210340372,-3.9633162998,-2.2730262908,1.6917549549,0.91,0.12,13.72876988,1.007099262
441,a.gal3.s,p.robin.s,0.25,2.14,0,0,1,13,14,0.3364722366,-0.2231435513,3.8836235309,2.2407096893,3.2733640102,0.8329091229,-9.210340372,-9.210340372,0.6418538862,0.3364722366,-3.6888794541,-5.8091429903,-0.0304592075,1.7092832474,-1.2837377728,3.4669851222,0.5,0.12,5.627536099,5.816010102
448,a.tab.n,p.robin.s,0.5,2.14,1,0,0,17,10,1.3083328197,-0.2231435513,2.8449093838,2.2407096893,3.1000922889,0.8329091229,-0.6931471806,-9.210340372,2.533696814,0.3364722366,-2.1037342342,0.6097655716,2.464959012,1.7092832474,-1.2837377728,3.4669851222,0.07,0.12,5.627536099,0.198481058
459,a.gal6.n,f.fom.n,0.49,4.71,0,0,1,15,12,0.0953101798,0.4700036292,1.5475625087,2.7536607124,0.5306282511,2.1282317058,-2.302585093,-2.302585093,-0.5108256238,0.5877866649,-2.7333680091,-2.3126354288,-9.210340372,-0.9755100915,0.0544881853,3.6949609244,0.91,0.002375,21.65586125,1.007099262
509,a.gal1.s,p.gilv.n,0.25,4.04,0,0,1,17,10,0.1823215568,0.1823215568,3.7864597825,1.2237754316,3.8199077165,1.1939224685,-9.210340372,-1.2039728043,1.064710737,0.7884573604,-2.8824035882,-3.4265151896,1.346773603,-1.3903023825,-1.1809075314,2.6712133111,0.1,0.03,19.83733882,9.293488332
512,a.gal3.s,p.gilv.n,0.25,4.04,0,0,1,17,10,0.3364722366,0.1823215568,3.8836235309,1.2237754316,3.2733640102,1.1939224685,-9.210340372,-1.2039728043,0.6418538862,0.7884573604,-3.6888794541,-5.8091429903,-0.0304592075,-1.3903023825,-1.1809075314,2.6712133111,0.5,0.03,19.83733882,5.816010102
660,a.gal5.s,l.crin.s,0.25,6.38,0,1,0,15,12,0.6931471806,-0.5108256238,2.5649493575,-1.2039728043,2.4680995315,1.1939224685,-2.302585093,-2.302585093,0.955511445,-1.6094379124,-2.8387285247,-2.8647040111,-0.1036952363,-1.826350914,-1.3432348717,3.0818640972,0.65,0.05,9.335356141,7.28979367
373,a.gal8.n,a.tab.s,0.25,1.07,0,0,1,10,17,0,0.7884573604,4.1059436981,2.1860512767,4.4659081187,2.2617630985,-2.302585093,-1.6094379124,1.3609765531,1.9169226122,-2.718100537,-3.5755507688,0.9939922395,-0.4604494164,0.4855078158,2.8334486105,0.55,0.63,3.427200194,1.027734335
374,a.gal9.n,a.tab.s,0.76,1.07,0,0,1,16,11,0.5877866649,0.7884573604,3.797733859,2.1860512767,4.2180360346,2.2617630985,-0.6931471806,-1.6094379124,1.1939224685,1.9169226122,-3.3382225825,-3.0365542681,1.7012875661,-0.4604494164,0.4855078158,2.8334486105,0.61,0.63,3.427200194,1.669943466
381,a.gal2.s,m.meri.s,0.21,1.3,0,0,1,13,14,0.0953101798,0.1823215568,4.0707346966,-9.210340372,3.277144733,0.955511445,-9.210340372,-9.210340372,1.1631508098,1.3862943611,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,0.8175747589,-3.0159349809,0.16,0.84,5.826807448,5.892850433
394,a.gal2.s,h.crust.n,0.21,1.96,0,0,1,11,16,0.0953101798,0.6418538862,4.0707346966,2.1162555148,3.277144733,1.4350845253,-9.210340372,-0.9162907319,1.1631508098,0.4054651081,-3.4112477175,-3.5065578973,1.205970807,-3.9633162998,-2.2730262908,1.6917549549,0.16,0.12,13.72876988,5.892850433
396,a.gal5.s,h.crust.n,0.25,1.96,0,0,1,16,11,0.6931471806,0.6418538862,2.5649493575,2.1162555148,2.4680995315,1.4350845253,-2.302585093,-0.9162907319,0.955511445,0.4054651081,-2.8387285247,-2.8647040111,-0.1036952363,-3.9633162998,-2.2730262908,1.6917549549,0.65,0.12,13.72876988,7.28979367
399,a.gal9.n,h.crust.n,0.76,1.96,0,0,1,12,15,0.5877866649,0.6418538862,3.797733859,2.1162555148,4.2180360346,1.4350845253,-0.6931471806,-0.9162907319,1.1939224685,0.4054651081,-3.3382225825,-3.0365542681,1.7012875661,-3.9633162998,-2.2730262908,1.6917549549,0.61,0.12,13.72876988,1.669943466
424,a.gal3.s,p.robin.n,0.25,2.3,0,0,1,16,11,0.3364722366,0.2623642645,3.8836235309,2.6810215287,3.2733640102,2.0668627595,-9.210340372,-9.210340372,0.6418538862,0.5877866649,-3.6888794541,-5.8091429903,-0.0304592075,-0.3181412799,-0.8928183757,3.4574516832,0.5,0.07,4.286605861,5.816010102
431,a.tab.n,p.robin.n,0.5,2.3,0,0,1,15,12,1.3083328197,0.2623642645,2.8449093838,2.6810215287,3.1000922889,2.0668627595,-0.6931471806,-9.210340372,2.533696814,0.5877866649,-2.1037342342,0.6097655716,2.464959012,-0.3181412799,-0.8928183757,3.4574516832,0.07,0.07,4.286605861,0.198481058
440,a.gal2.s,p.robin.s,0.21,2.14,0,0,1,11,16,0.0953101798,-0.2231435513,4.0707346966,2.2407096893,3.277144733,0.8329091229,-9.210340372,-9.210340372,1.1631508098,0.3364722366,-3.4112477175,-3.5065578973,1.205970807,1.7092832474,-1.2837377728,3.4669851222,0.16,0.12,5.627536099,5.892850433
443,a.gal6.n,p.robin.s,0.49,2.14,0,1,0,16,11,0.0953101798,-0.2231435513,1.5475625087,2.2407096893,0.5306282511,0.8329091229,-2.302585093,-9.210340372,-0.5108256238,0.3364722366,-2.7333680091,-2.3126354288,-9.210340372,1.7092832474,-1.2837377728,3.4669851222,0.91,0.12,5.627536099,1.007099262
444,a.gal8.n,p.robin.s,0.25,2.14,0,0,1,10,17,0,-0.2231435513,4.1059436981,2.2407096893,4.4659081187,0.8329091229,-2.302585093,-9.210340372,1.3609765531,0.3364722366,-2.718100537,-3.5755507688,0.9939922395,1.7092832474,-1.2837377728,3.4669851222,0.55,0.12,5.627536099,1.027734335
464,a.tab.n,f.fom.n,0.5,4.71,0,0,1,11,16,1.3083328197,0.4700036292,2.8449093838,2.7536607124,3.1000922889,2.1282317058,-0.6931471806,-2.302585093,2.533696814,0.5877866649,-2.1037342342,0.6097655716,2.464959012,-0.9755100915,0.0544881853,3.6949609244,0.07,0.002375,21.65586125,0.198481058
495,a.gal8.n,l.huron.n,0.25,3.39,0,0,1,8,19,0,0.2623642645,4.1059436981,3.0540011817,4.4659081187,2.1400661635,-2.302585093,-0.6931471806,1.3609765531,0.5877866649,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-4.1997050779,-9.210340372,0.55,0.41,6.034048275,1.027734335
530,a.gal3.s,p.pend.n,0.25,4.06,0,0,1,14,13,0.3364722366,0.0953101798,3.8836235309,2.8332133441,3.2733640102,2.8622008809,-9.210340372,-9.210340372,0.6418538862,1.064710737,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-2.009915479,3.4857529679,0.5,0.32,1.276821072,5.816010102
556,a.tab.s,s.comm.s,1.07,2.57,0,0,1,13,14,0.7884573604,0.3364722366,2.1860512767,2.8273136219,2.2617630985,1.5040773968,-1.6094379124,-2.302585093,1.9169226122,1.9169226122,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-9.210340372,-9.210340372,0.63,0.59,3.336405008,3.427200194
657,a.gal10.n,l.crin.s,0.35,6.38,0,0,1,13,14,0.6418538862,-0.5108256238,3.5973122606,-1.2039728043,3.0955776085,1.1939224685,-9.210340372,-2.302585093,0.8329091229,-1.6094379124,-3.1010927892,-1.9661128564,0.7357276281,-1.826350914,-1.3432348717,3.0818640972,1.02,0.05,9.335356141,0.356187481
687,h.crust.n,l.gilb.s,1.96,4.14,1,0,0,11,16,0.6418538862,0.0953101798,2.1162555148,2.2721258855,1.4350845253,2.8564702062,-0.9162907319,-1.2039728043,0.4054651081,0.7419373447,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-9.210340372,3.3649136846,0.12,0.12,6.846026509,13.72876988
620,a.gal1.s,l.carib.s,0.25,3.77,0,0,1,12,15,0.1823215568,1.0986122887,3.7864597825,0.8329091229,3.8199077165,3.1179499063,-9.210340372,-1.2039728043,1.064710737,1.7227665977,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-0.6568152513,3.4576092206,0.1,0.1,6.091290821,9.293488332
642,a.gal3.s,l.conif.n,0.25,5.16,0,0,1,12,15,0.3364722366,0.2623642645,3.8836235309,3.8416005411,3.2733640102,2.533696814,-9.210340372,0.4054651081,0.6418538862,0.955511445,-3.6888794541,-5.8091429903,-0.0304592075,-4.9618451299,-0.1438703704,3.4754077295,0.5,0.04,20.55167505,5.816010102
644,a.gal6.n,l.conif.n,0.49,5.16,0,0,1,13,14,0.0953101798,0.2623642645,1.5475625087,3.8416005411,0.5306282511,2.533696814,-2.302585093,0.4054651081,-0.5108256238,0.955511445,-2.7333680091,-2.3126354288,-9.210340372,-4.9618451299,-0.1438703704,3.4754077295,0.91,0.04,20.55167505,1.007099262
398,a.gal8.n,h.crust.n,0.25,1.96,0,0,1,7,20,0,0.6418538862,4.1059436981,2.1162555148,4.4659081187,1.4350845253,-2.302585093,-0.9162907319,1.3609765531,0.4054651081,-2.718100537,-3.5755507688,0.9939922395,-3.9633162998,-2.2730262908,1.6917549549,0.55,0.12,13.72876988,1.027734335
442,a.gal5.s,p.robin.s,0.25,2.14,0,0,1,18,9,0.6931471806,-0.2231435513,2.5649493575,2.2407096893,2.4680995315,0.8329091229,-2.302585093,-9.210340372,0.955511445,0.3364722366,-2.8387285247,-2.8647040111,-0.1036952363,1.7092832474,-1.2837377728,3.4669851222,0.65,0.12,5.627536099,7.28979367
456,a.gal2.s,f.fom.n,0.21,4.71,0,0,1,12,15,0.0953101798,0.4700036292,4.0707346966,2.7536607124,3.277144733,2.1282317058,-9.210340372,-2.302585093,1.1631508098,0.5877866649,-3.4112477175,-3.5065578973,1.205970807,-0.9755100915,0.0544881853,3.6949609244,0.16,0.002375,21.65586125,5.892850433
494,a.gal6.n,l.huron.n,0.49,3.39,0,0,1,11,16,0.0953101798,0.2623642645,1.5475625087,3.0540011817,0.5306282511,2.1400661635,-2.302585093,-0.6931471806,-0.5108256238,0.5877866649,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-4.1997050779,-9.210340372,0.91,0.41,6.034048275,1.007099262
626,a.gal8.n,l.carib.s,0.25,3.77,0,0,1,8,19,0,1.0986122887,4.1059436981,0.8329091229,4.4659081187,3.1179499063,-2.302585093,-1.2039728043,1.3609765531,1.7227665977,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-0.6568152513,3.4576092206,0.55,0.1,6.091290821,1.027734335
823,a.gal1.s,s.comm.n,0.25,4.41,0,0,1,14,13,0.1823215568,0,3.7864597825,2.6602595373,3.8199077165,3.3603753871,-9.210340372,-9.210340372,1.064710737,1.7227665977,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-9.210340372,-9.210340372,0.1,0.53,2.202539947,9.293488332
378,x.sub.s,a.tab.s,0.77,1.07,0,0,1,20,7,0.4700036292,0.7884573604,3.9608131696,2.1860512767,3.9278963546,2.2617630985,-9.210340372,-1.6094379124,1.4586150227,1.9169226122,-9.210340372,-9.210340372,-9.210340372,-0.4604494164,0.4855078158,2.8334486105,1.74,0.63,3.427200194,7.946876322
376,a.sin.n,a.tab.s,0.77,1.07,0,0,1,14,13,0.5877866649,0.7884573604,2.2082744135,2.1860512767,2.5572273114,2.2617630985,-9.210340372,-1.6094379124,0.8329091229,1.9169226122,-1.9275791924,-0.1210383284,-9.210340372,-0.4604494164,0.4855078158,2.8334486105,0.12,0.63,3.427200194,7.046624332
427,a.gal8.n,p.robin.n,0.25,2.3,0,0,1,14,13,0,0.2623642645,4.1059436981,2.6810215287,4.4659081187,2.0668627595,-2.302585093,-9.210340372,1.3609765531,0.5877866649,-2.718100537,-3.5755507688,0.9939922395,-0.3181412799,-0.8928183757,3.4574516832,0.55,0.07,4.286605861,1.027734335
430,a.sin.n,p.robin.n,0.77,2.3,0,0,1,12,15,0.5877866649,0.2623642645,2.2082744135,2.6810215287,2.5572273114,2.0668627595,-9.210340372,-9.210340372,0.8329091229,0.5877866649,-1.9275791924,-0.1210383284,-9.210340372,-0.3181412799,-0.8928183757,3.4574516832,0.12,0.07,4.286605861,7.046624332
439,a.gal10.n,p.robin.s,0.35,2.14,0,0,1,14,13,0.6418538862,-0.2231435513,3.5973122606,2.2407096893,3.0955776085,0.8329091229,-9.210340372,-9.210340372,0.8329091229,0.3364722366,-3.1010927892,-1.9661128564,0.7357276281,1.7092832474,-1.2837377728,3.4669851222,1.02,0.12,5.627536099,0.356187481
452,p.har.n,p.robin.s,1.54,2.14,0,0,1,15,12,0.6418538862,-0.2231435513,2.6672282066,2.2407096893,1.6486586256,0.8329091229,-0.1053605157,-9.210340372,0.9162907319,0.3364722366,0.3311006928,-2.0249533564,0.818677903,1.7092832474,-1.2837377728,3.4669851222,1.8,0.12,5.627536099,13.01803729
455,a.gal10.n,f.fom.n,0.35,4.71,0,0,1,10,17,0.6418538862,0.4700036292,3.5973122606,2.7536607124,3.0955776085,2.1282317058,-9.210340372,-2.302585093,0.8329091229,0.5877866649,-3.1010927892,-1.9661128564,0.7357276281,-0.9755100915,0.0544881853,3.6949609244,1.02,0.002375,21.65586125,0.356187481
492,a.gal3.s,l.huron.n,0.25,3.39,0,0,1,19,8,0.3364722366,0.2623642645,3.8836235309,3.0540011817,3.2733640102,2.1400661635,-9.210340372,-0.6931471806,0.6418538862,0.5877866649,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-4.1997050779,-9.210340372,0.5,0.41,6.034048275,5.816010102
496,a.gal9.n,l.huron.n,0.76,3.39,0,0,1,15,12,0.5877866649,0.2623642645,3.797733859,3.0540011817,4.2180360346,2.1400661635,-0.6931471806,-0.6931471806,1.1939224685,0.5877866649,-3.3382225825,-3.0365542681,1.7012875661,-9.210340372,-4.1997050779,-9.210340372,0.61,0.41,6.034048275,1.669943466
498,a.sin.n,l.huron.n,0.77,3.39,0,0,1,9,18,0.5877866649,0.2623642645,2.2082744135,3.0540011817,2.5572273114,2.1400661635,-9.210340372,-0.6931471806,0.8329091229,0.5877866649,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-4.1997050779,-9.210340372,0.12,0.41,6.034048275,7.046624332
500,a.tab.s,l.huron.n,1.07,3.39,0,0,1,15,12,0.7884573604,0.2623642645,2.1860512767,3.0540011817,2.2617630985,2.1400661635,-1.6094379124,-0.6931471806,1.9169226122,0.5877866649,-0.4604494164,0.4855078158,2.8334486105,-9.210340372,-4.1997050779,-9.210340372,0.63,0.41,6.034048275,3.427200194
502,h.crust.n,l.huron.n,1.96,3.39,0,0,1,12,15,0.6418538862,0.2623642645,2.1162555148,3.0540011817,1.4350845253,2.1400661635,-0.9162907319,-0.6931471806,0.4054651081,0.5877866649,-3.9633162998,-2.2730262908,1.6917549549,-9.210340372,-4.1997050779,-9.210340372,0.12,0.41,6.034048275,13.72876988
526,x.sub.s,p.gilv.n,0.77,4.04,0,0,1,20,7,0.4700036292,0.1823215568,3.9608131696,1.2237754316,3.9278963546,1.1939224685,-9.210340372,-1.2039728043,1.4586150227,0.7884573604,-9.210340372,-9.210340372,-9.210340372,-1.3903023825,-1.1809075314,2.6712133111,1.74,0.03,19.83733882,7.946876322
532,a.gal6.n,p.pend.n,0.49,4.06,0,0,1,11,16,0.0953101798,0.0953101798,1.5475625087,2.8332133441,0.5306282511,2.8622008809,-2.302585093,-9.210340372,-0.5108256238,1.064710737,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-2.009915479,3.4857529679,0.91,0.32,1.276821072,1.007099262
545,a.gal1.s,s.comm.s,0.25,2.57,0,0,1,14,13,0.1823215568,0.3364722366,3.7864597825,2.8273136219,3.8199077165,1.5040773968,-9.210340372,-2.302585093,1.064710737,1.9169226122,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-9.210340372,-9.210340372,0.1,0.59,3.336405008,9.293488332
546,a.gal10.n,s.comm.s,0.35,2.57,0,0,1,12,15,0.6418538862,0.3364722366,3.5973122606,2.8273136219,3.0955776085,1.5040773968,-9.210340372,-2.302585093,0.8329091229,1.9169226122,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-9.210340372,-9.210340372,1.02,0.59,3.336405008,0.356187481
547,a.gal2.s,s.comm.s,0.21,2.57,0,0,1,12,15,0.0953101798,0.3364722366,4.0707346966,2.8273136219,3.277144733,1.5040773968,-9.210340372,-2.302585093,1.1631508098,1.9169226122,-3.4112477175,-3.5065578973,1.205970807,-9.210340372,-9.210340372,-9.210340372,0.16,0.59,3.336405008,5.892850433
551,a.gal8.n,s.comm.s,0.25,2.57,0,0,1,8,19,0,0.3364722366,4.1059436981,2.8273136219,4.4659081187,1.5040773968,-2.302585093,-2.302585093,1.3609765531,1.9169226122,-2.718100537,-3.5755507688,0.9939922395,-9.210340372,-9.210340372,-9.210340372,0.55,0.59,3.336405008,1.027734335
555,a.tab.n,s.comm.s,0.5,2.57,0,0,1,14,13,1.3083328197,0.3364722366,2.8449093838,2.8273136219,3.1000922889,1.5040773968,-0.6931471806,-2.302585093,2.533696814,1.9169226122,-2.1037342342,0.6097655716,2.464959012,-9.210340372,-9.210340372,-9.210340372,0.07,0.59,3.336405008,0.198481058
649,a.tab.n,l.conif.n,0.5,5.16,0,0,1,16,11,1.3083328197,0.2623642645,2.8449093838,3.8416005411,3.1000922889,2.533696814,-0.6931471806,0.4054651081,2.533696814,0.955511445,-2.1037342342,0.6097655716,2.464959012,-4.9618451299,-0.1438703704,3.4754077295,0.07,0.04,20.55167505,0.198481058
659,a.gal3.s,l.crin.s,0.25,6.38,0,1,0,13,14,0.3364722366,-0.5108256238,3.8836235309,-1.2039728043,3.2733640102,1.1939224685,-9.210340372,-2.302585093,0.6418538862,-1.6094379124,-3.6888794541,-5.8091429903,-0.0304592075,-1.826350914,-1.3432348717,3.0818640972,0.5,0.05,9.335356141,5.816010102
675,a.gal1.s,l.gilb.s,0.25,4.14,0,0,1,12,15,0.1823215568,0.0953101798,3.7864597825,2.2721258855,3.8199077165,2.8564702062,-9.210340372,-1.2039728043,1.064710737,0.7419373447,-2.8824035882,-3.4265151896,1.346773603,-9.210340372,-9.210340372,3.3649136846,0.1,0.12,6.846026509,9.293488332
676,a.gal10.n,l.gilb.s,0.35,4.14,0,0,1,15,12,0.6418538862,0.0953101798,3.5973122606,2.2721258855,3.0955776085,2.8564702062,-9.210340372,-1.2039728043,0.8329091229,0.7419373447,-3.1010927892,-1.9661128564,0.7357276281,-9.210340372,-9.210340372,3.3649136846,1.02,0.12,6.846026509,0.356187481
828,a.gal6.n,s.comm.n,0.49,4.41,0,0,1,14,13,0.0953101798,0,1.5475625087,2.6602595373,0.5306282511,3.3603753871,-2.302585093,-9.210340372,-0.5108256238,1.7227665977,-2.7333680091,-2.3126354288,-9.210340372,-9.210340372,-9.210340372,-9.210340372,0.91,0.53,2.202539947,1.007099262
315,a.tab.n,a.gal6.n,0.5,0.49,0,0,1,18,9,1.3083328197,0.0953101798,2.8449093838,1.5475625087,3.1000922889,0.5306282511,-0.6931471806,-2.302585093,2.533696814,-0.5108256238,-2.1037342342,0.6097655716,2.464959012,-2.7333680091,-2.3126354288,-9.210340372,0.07,0.91,1.007099262,0.198481058
328,a.tab.n,a.gal10.n,0.5,0.35,0,0,1,16,11,1.3083328197,0.6418538862,2.8449093838,3.5973122606,3.1000922889,3.0955776085,-0.6931471806,-9.210340372,2.533696814,0.8329091229,-2.1037342342,0.6097655716,2.464959012,-3.1010927892,-1.9661128564,0.7357276281,0.07,1.02,0.356187481,0.198481058
367,a.gal1.s,a.tab.s,0.25,1.07,0,0,1,14,13,0.1823215568,0.7884573604,3.7864597825,2.1860512767,3.8199077165,2.2617630985,-9.210340372,-1.6094379124,1.064710737,1.9169226122,-2.8824035882,-3.4265151896,1.346773603,-0.4604494164,0.4855078158,2.8334486105,0.1,0.63,3.427200194,9.293488332
